sigma,MSE,NMSE,RMSE,NRMSE,MAE,NMAE,MDE,NMDE,MAX,NMAX,R2,True Mean,True Std,Predicted Mean,Predicted Std
2.2,52.4867914981261,6.487323820168571,7.244776842534634,0.8954483983662549,5.680845938505254,0.7021478380306171,4.478819145002788,0.5535783250656686,22.338628893286284,0.14129430040029275,0.19817216586330888,136.957421875,8.090669273352574,137.4442671541014,3.1733468451518183
2.3,51.937403939500406,6.419419974384742,7.206760988093084,0.8907496703430048,5.650263903325634,0.6983679238917033,4.421121027690106,0.5464468857046856,22.142540167240753,0.14005401750310406,0.20656502478382832,136.957421875,8.090669273352574,137.43624198047672,3.218042028032812
2.4,51.21614312264736,6.3302727366860525,7.1565454740850605,0.8845430745335069,5.60938946062258,0.6933158767344085,4.414121284792174,0.5455817232982841,22.032897455311442,0.1393605152138611,0.21758354929481094,136.957421875,8.090669273352574,137.42655895663887,3.286918120357321
2.5,50.54100316294118,6.246825998610895,7.1092195888818335,0.8786936344434145,5.573972476563297,0.6889383669311179,4.3923785748471005,0.5428943424141482,22.08112795640254,0.13966557847186933,0.22789749678862303,136.957421875,8.090669273352574,137.41085414618675,3.3656969899219806
2.6,49.76456721086457,6.150859160041201,7.054400556451594,0.8719180475817947,5.528559393426207,0.6833253475871357,4.419969869678539,0.5463046035309033,22.140278527650466,0.14003971238235588,0.23975891830115115,136.957421875,8.090669273352574,137.40570291394457,3.4264079675924317
2.7,49.145085761546795,6.074291767605806,7.010355608779543,0.8664741286445669,5.491330496973013,0.6787238869173972,4.3616676440289694,0.5390984968814084,22.157743327423717,0.14015017917409056,0.24922258438963862,136.957421875,8.090669273352574,137.3914650875928,3.497730465020975
2.8,48.54519717747978,6.000146037036544,6.967438351178989,0.8611695912632272,5.456018291546557,0.674359327666068,4.482415123752062,0.5540227850513361,22.357561624995768,0.14141405202400867,0.25838693508352617,136.957421875,8.090669273352574,137.3875553478024,3.559849216634658
2.9,48.048738553558636,5.93878416360584,6.931719739974968,0.856754800595456,5.4292252856528265,0.6710477343987501,4.510625642532133,0.5575095817336556,22.45870133335289,0.14205377187446486,0.2659712116566405,136.957421875,8.090669273352574,137.38413820525415,3.6174891167836902
3.0,47.65672982879091,5.890332210927605,6.903385388980606,0.8532526983543368,5.40307070501721,0.6678150499628952,4.511341769974081,0.557598094490481,22.57284399114151,0.1427757368193644,0.2719598327510432,136.957421875,8.090669273352574,137.40835945178776,3.6713248381268833
3.1,47.24533037541636,5.839483580304482,6.873523868832955,0.8495618392747298,5.390526265723185,0.6662645676887845,4.571889325390359,0.565081722033594,22.706068872195587,0.14361839893861852,0.27824468124813806,136.957421875,8.090669273352574,137.44256135041678,3.6860818425301938
3.2,47.14709615474258,5.827341912247759,6.866374309251031,0.8486781596506632,5.394271756411282,0.6667275072258674,4.542095660906014,0.5613992498575933,23.006880912344243,0.14552106838927414,0.27974538133196347,136.957421875,8.090669273352574,137.4882359689078,3.67172146086902
3.3,47.190116561448164,5.832659198772778,6.8695062822191355,0.8490652689073003,5.416362578054555,0.6694579144266698,4.679014844354612,0.5783223471716257,23.3981286273967,0.1479957534939703,0.27908816913537393,136.957421875,8.090669273352574,137.54623609594586,3.6351729289063397
3.4,47.73585660374633,5.900112214569088,6.909114024514745,0.8539607529466815,5.4754405388529594,0.676759901296036,4.654480006005969,0.575289861536667,24.002906742266717,0.15182104201307223,0.2707510324267369,136.957421875,8.090669273352574,137.6108829144231,3.5357030840272596
